,Base,Com AC,Res AC
2020,737429.1641612493,12644.880883608286,27266.950357750968
2025,900843.7377223726,24880.539597105493,53651.469242431056
2030,1051671.1136220524,46877.801073697985,101085.54489513165
2035,1186955.3774812217,80442.67843900772,173463.59687566708
2040,1286388.0836384979,106279.71787025977,280105.9881644343
2045,1341100.2757935792,130086.94166213508,371844.98484914534
2050,1410420.4811401593,139159.5451722324,450117.6931483046
