,Base,Com AC,Res AC
2020,401281383.329715,7676647.2758719465,8449970.401800964
2025,471129706.4895239,15104857.711070934,16626477.151406333
2030,534427148.0057652,28459290.935493685,31326197.143677883
2035,589943524.8147388,48836368.961226314,53756002.78571896
2040,627302987.2798226,64521913.18992918,86804254.9057513
2045,648588912.0105544,78975165.96077079,115233976.47365546
2050,670848977.1145935,84483100.56782107,139490523.67526373
