,Base,Com AC,Res AC
2020,130614522.05033252,2746873.0638176827,2587104.3541030935
2025,175180512.3934004,5404849.96747839,5090483.088867525
2030,219661377.5385778,10183359.593941871,9591056.20188064
2035,262428342.8169765,17474725.829319473,16458328.521064486
2040,297031785.94234556,23087358.1914402,26576621.590707645
2045,324011709.9814539,28259049.59447704,35280871.77820977
2050,354297323.7301403,30229909.615221865,42707432.570353255
