DateTime,Base,Com AC,Res AC
2045-01-01 00:00:00,9151.951899220772,62.06154048503367,954.6878262037188
2045-01-01 01:00:00,8968.481165392053,52.68847290550776,318.22927540123965
2045-01-01 02:00:00,8883.992121578493,48.20434755184752,0.0
2045-01-01 03:00:00,8846.681266463744,55.8180187252498,0.0
2045-01-01 04:00:00,9071.471459675737,61.76571277072968,0.0
2045-01-01 05:00:00,9688.179808679832,80.60526720798276,0.0
2045-01-01 06:00:00,10670.287854468852,131.19180635396225,0.0
2045-01-01 07:00:00,11715.916860205296,170.3204710285578,0.0
2045-01-01 08:00:00,12154.70485052171,206.61697458568543,0.0
2045-01-01 09:00:00,12507.770380326556,244.41130056997315,0.0
2045-01-01 10:00:00,12497.59469256799,283.9712509122645,0.0
2045-01-01 11:00:00,12239.502248509772,302.5118636592736,0.0
2045-01-01 12:00:00,11962.908553981437,308.06252577239803,0.0
2045-01-01 13:00:00,11678.297650916043,283.929212237074,0.0
2045-01-01 14:00:00,11558.964585383756,274.64333598386935,0.0
2045-01-01 15:00:00,11744.902152608489,272.1038886047651,742.5349759362259
2045-01-01 16:00:00,11676.139171694527,265.6486164810584,1697.2228021399449
2045-01-01 17:00:00,11344.966788279333,260.7550032912826,2439.757778076171
2045-01-01 18:00:00,11565.7483772228,219.15384172029383,2651.910628343664
2045-01-01 19:00:00,11413.421415018787,192.16656923592137,3182.292754012397
2045-01-01 20:00:00,10770.194607007516,171.5738463444247,2864.063478611157
2045-01-01 21:00:00,10334.18180426162,148.41832125427365,3182.292754012397
2045-01-01 22:00:00,10008.86815016196,118.78261223289552,2651.910628343664
2045-01-01 23:00:00,9553.429034422436,83.37670579462,1591.1463770061985
2045-01-02 00:00:00,9056.474744507672,245.52747666957129,1136.6112955844906
2045-01-02 01:00:00,8896.27662967626,206.2912230449241,710.3820597403068
2045-01-02 02:00:00,8894.222807691242,186.3120264139688,0.0
2045-01-02 03:00:00,8858.427624523783,215.67903832934888,0.0
2045-01-02 04:00:00,9023.613592747382,228.85808670940668,0.0
2045-01-02 05:00:00,9659.124795540123,292.7674446072215,0.0
2045-01-02 06:00:00,10616.499243699278,486.9628287279828,0.0
2045-01-02 07:00:00,11668.056100028543,581.9302088584362,0.0
2045-01-02 08:00:00,11964.099869011869,709.7248533328238,0.0
2045-01-02 09:00:00,12273.053376186734,913.3441597198728,0.0
2045-01-02 10:00:00,12287.430130081862,1059.7158463628627,0.0
2045-01-02 11:00:00,12023.95410971811,1146.7878331259026,0.0
2045-01-02 12:00:00,11712.946780558228,1204.0595241912044,0.0
2045-01-02 13:00:00,11425.99850893713,1130.2749067538116,0.0
2045-01-02 14:00:00,11340.031388707084,1091.688578802702,0.0
2045-01-02 15:00:00,11521.647932810827,1104.6690387825124,568.3056477922453
2045-01-02 16:00:00,11440.668665972971,1010.3335308346644,1420.7641194806135
2045-01-02 17:00:00,10997.923326631211,985.6002482583916,2557.375415065104
2045-01-02 18:00:00,11240.86112714478,831.2308651327094,3978.139534545716
2045-01-02 19:00:00,11196.557252896531,774.2540477526236,5114.750830130206
2045-01-02 20:00:00,10545.495683645797,750.0503342436767,4404.368770389899
2045-01-02 21:00:00,10131.210448953572,617.6339960908032,4120.215946493778
2045-01-02 22:00:00,9787.048564892682,503.0304356570946,3693.9867106495935
2045-01-02 23:00:00,9418.53422015229,338.2622417548186,2131.14617922092
2045-01-03 00:00:00,9283.759000869177,288.4225620786773,896.8432149288469
2045-01-03 01:00:00,9124.00581577603,239.6506208423015,407.65600678583945
2045-01-03 02:00:00,9116.134764685676,211.25599751975392,0.0
2045-01-03 03:00:00,9086.399682788777,228.8272585405304,0.0
2045-01-03 04:00:00,9250.817194453984,254.74987936205616,0.0
2045-01-03 05:00:00,9909.361802347075,312.8753435752712,0.0
2045-01-03 06:00:00,10889.74494371249,490.0577931079682,0.0
2045-01-03 07:00:00,11952.04532049976,649.5019544238734,0.0
2045-01-03 08:00:00,12225.782986197686,787.5332292106576,0.0
2045-01-03 09:00:00,12542.957193097944,971.3232746177072,0.0
2045-01-03 10:00:00,12564.238183082982,1138.8181467815348,0.0
2045-01-03 11:00:00,12299.246129707672,1254.4945016536738,0.0
2045-01-03 12:00:00,11983.238004450428,1326.2360228860302,0.0
2045-01-03 13:00:00,11686.17870589219,1261.943914595942,0.0
2045-01-03 14:00:00,11593.183694861693,1205.949717403878,0.0
2045-01-03 15:00:00,11782.088921030228,1206.0566148093278,326.1248054286716
2045-01-03 16:00:00,11691.134552875004,1157.6721766677065,1059.9056176431827
2045-01-03 17:00:00,11249.772650993578,1109.6886037965212,1712.1552285005257
2045-01-03 18:00:00,11498.43956136667,985.2533427653572,1712.1552285005257
2045-01-03 19:00:00,11455.29454057509,851.6783535682528,1875.2176312148615
2045-01-03 20:00:00,10786.838238716362,801.6102812908006,2282.8736380007012
2045-01-03 21:00:00,10366.465806409218,705.2422702779943,2690.5296447865394
2045-01-03 22:00:00,10011.102425700195,580.4529115912784,2364.404839357868
2045-01-03 23:00:00,9638.539340756692,426.9215130143037,1793.6864298576936
2045-01-04 00:00:00,9511.79519799956,155.25012590315265,644.9305015061391
2045-01-04 01:00:00,9353.085046063434,147.1411001954872,322.4652507530695
2045-01-04 02:00:00,9343.225297145558,144.07664280596248,0.0
2045-01-04 03:00:00,9310.465486224874,164.63208006492837,0.0
2045-01-04 04:00:00,9475.85482291182,187.21477375081056,0.0
2045-01-04 05:00:00,10146.95386216077,249.6825589988148,0.0
2045-01-04 06:00:00,11141.83433361608,407.4785418101879,0.0
