,Base,Com AC,Res AC
2020,11201726.67000764,266380.9154097528,321760.6915043261
2025,14149417.306365322,598604.5339590812,723052.5821161121
2030,17023556.027225636,1292294.5469262232,1560958.622931929
2035,20015249.216972165,2460906.4073490165,2972521.3090511886
2040,22844628.124213852,3495165.9810060975,5159978.116891417
2045,25813597.602541465,4496975.438383542,7200402.848487401
2050,28680026.971439913,4984541.766295568,9031219.086202193
