,Base,Com AC,Res AC
2020,48524597.55699161,467330.2708693989,584029.9996498857
2025,58245644.95071749,1050172.9020956184,1312417.6147988047
2030,68414172.34829539,2267160.767613938,2833306.51653626
2035,77899249.83567491,4317336.533518605,5395443.461312618
2040,87414060.74991986,6131808.88775219,9365911.055549163
2045,97235031.49792108,7889351.782127969,13069499.737274751
2050,106855830.03333099,8744722.759960353,16392626.629103918
