,Base,Com AC,Res AC
2020,491750.46761454956,11926.334092761483,27032.00687933132
2025,579991.4927941617,26800.55983160874,60745.65007459345
2030,666632.5889538324,57858.26093880778,131140.45732612468
2035,758594.1529832807,110179.03418462079,249729.748216153
2040,844851.2537370593,156484.6232884706,433504.0532790889
2045,936591.9582307062,201337.3645878725,604925.7863795065
2050,1024800.0720668987,223166.5519758472,758737.7293527591
