,Base,Com AC,Res AC
2020,128773740.05378495,1517170.746122154,3145166.0268313903
2025,160178648.31197855,3409348.173542437,7067738.468151984
2030,190813184.24643105,7360255.065396721,15258153.52764744
2035,221981150.00390628,14016076.205877472,29055982.54264838
2040,251556893.61385834,19906694.783546958,50438068.72916949
2045,282295495.1500557,25612493.938053202,70382936.81146586
2050,312635754.43217933,28389424.741690077,88278911.00679232
