,Base,Com AC,Res AC
2020,49665685.2540793,462015.22426746314,699506.9409780486
2025,56565890.3165093,1038229.0622404682,1571914.5104942706
2030,63580676.345008805,2241375.8658323125,3393520.1537995823
2035,70750215.10745329,4268234.546546517,6462253.913506726
2040,78237453.23584534,6062070.520639924,11217779.559041813
2045,85434976.28598304,7799624.5057350565,15653657.837465614
2050,92489055.56714697,8645267.167443888,19633847.772877894
