,Base,Com AC,Res AC
2020,156400862.44361138,4536143.569279137,3176556.400697317
2025,176248472.14832518,10193508.431649473,7138278.131562185
2030,198474217.73062563,22006207.124999084,15410437.744013302
2035,219277038.96928138,41906248.26528154,29345976.185996495
2040,240547218.30910563,59518433.08262593,50941466.58511
2045,262891028.43737352,76578031.8182767,71085394.70445015
2050,284845854.8903079,84880694.41538185,89159979.92249978
