,Base,Com AC,Res AC
2020,11857356.117691353,250245.3776376306,339072.41071536945
2025,15416712.230655072,562345.1568434082,761955.0447441352
2030,18869617.04857345,1214016.1633469753,1644943.0190802414
2035,22357203.65606386,2311841.4931889386,3132452.138421765
2040,25672330.82968628,3283452.6808261247,5437600.880185208
2045,29097631.26755446,4224579.3587517515,7587806.765779561
2050,32476806.5482561,4682612.246220653,9517126.57298308
