,Base,Com AC,Res AC
2020,132985715.0951353,2942422.296521478,2771279.690719164
2025,179941541.03915364,6612137.828307657,6227550.440584166
2030,231975694.7006385,14274582.25638946,13444317.606229555
2035,284929156.75804037,27182975.445136555,25601908.969954915
2040,340891556.8803711,38607324.01469617,44442167.54085464
2045,399553913.4192597,49673231.193966836,62016059.46866034
2050,457890520.6519943,55058849.87492481,77784622.8481608
