,Base,Com AC,Res AC
2020,67726071.58244789,763383.5377191504,1279544.6163419452
2025,81110464.68916744,1715456.402443447,2875360.6739634154
2030,95134347.58040975,3703404.883530137,6207458.695364695
2035,108216785.42350061,7052364.980231749,11820815.091414055
2040,121346653.12241025,10016303.785846863,20519666.92712647
2045,134905216.1751058,12887248.374789797,28633816.819576897
2050,148188487.40677688,14284496.02558975,35914417.34764941
