,Base,Com AC,Res AC
2020,25894552.504872825,151377.43836260965,441357.358570893
2025,27015794.783070747,340171.5952645603,991807.2225001421
2030,28372784.43906261,734377.8281666595,2141158.298220626
2035,29905560.364901114,1398469.9595374535,4077391.017295493
2040,31634882.773365445,1986213.1340865167,7077913.406101026
2045,33289732.783531886,2555515.7402884676,9876752.710211046
2050,34925369.650314696,2832587.1725179725,12388073.204111824
