,Base,Com AC,Res AC
2020,357126.78385153646,17020.669315386884,19990.07279648856
2025,168156.45234377816,38248.42259264855,44921.191847935115
2030,-11961.120734602431,82572.42493320015,96977.90105692965
2035,-187231.8400734364,157242.0235555313,184674.2592429063
2040,-357908.8580796856,223327.0513151652,320574.7032140518
2045,-528564.9103998337,287338.6471339561,447340.4642200413
2050,-695829.9503306804,318492.1748705166,561083.8481548683
