,Base,Com AC,Res AC
2020,34883060.393055886,2393910.3642534935,1558442.0225987167
2025,38651015.24247248,5379535.526144945,3502091.9530287255
2030,42462402.6599708,11613584.647369567,7560474.531993089
2035,46520763.91133968,22115658.492083356,14397352.577274762
2040,50331307.633741,31410336.0364471,24992259.605910435
2045,54434858.872250766,40413391.07638493,34875019.46325037
2050,58497559.6243924,44795049.13869102,43742544.415323175
